id,set,type,title,level,question_text,definition,sentence,opt1,opt2,opt3,opt4,correct_answer,explanation,example1,example2,example3,example4,usage1,tip,image_url,description,audio_url,prompt,transcript
,Administração Pública,multiple_choice,Princípio da Legalidade,C1,"No Direito Administrativo, o princípio da legalidade significa que o administrador público só pode fazer o que a lei autoriza. Para o particular, a legalidade significa poder fazer tudo o que a lei não proíbe. Essa distinção é conhecida como:","","","Legalidade autorizativa vs. proibitiva","Legalidade administrativa vs. civil","Legalidade estrita vs. ampla","Legalidade vinculada vs. discricionária",0,"A legalidade para a Administração é autorizativa (só age se lei permitir); para o particular é proibitiva (pode tudo exceto o que lei veda).","","","","","","","","","",""
,Administração Pública,multiple_choice,Atos Administrativos Discricionários,C1,"Sobre os atributos dos atos administrativos, assinale a opção correta:","","","A autoexecutoriedade permite que a Administração execute seus próprios atos sem necessidade de ordem judicial, independentemente de previsão legal.","A presunção de legitimidade é relativa (juris tantum), admitindo prova em contrário.","A tipicidade não é exigida para os atos discricionários.","A exigibilidade decorre da imperatividade, sendo comum a todos os atos administrativos.",1,"A presunção de legitimidade é relativa, ou seja, o ato presume-se válido até que se prove o contrário. As demais alternativas: a autoexecutoriedade depende de previsão legal (exceto casos urgentes previstos em lei); a tipicidade é exigida para todos os atos; a exigibilidade (dever de cumprimento) deriva da imperatividade, mas nem todo ato tem imperatividade (ex.: atos enunciativos).","","","","","","","","","",""
,Administração Pública,gap_fill,Licitação Dispensada,C1,"A lei 14.133/2021 prevê hipóteses de licitação dispensada (em que a própria lei já considera inviável a competição) e dispensável (a critério da Administração). São exemplos de dispensa: aquisição de materiais perecíveis em caso de guerra, e contratação de ______ para atuar em comissão de avaliação de bens.","","perito","","","","perito","Art. 75, XIV da Lei 14.133/2021.","","","","","","","","","",""
,Administração Pública,deep_dive,Responsabilidade Civil do Estado,C1,"","A responsabilidade civil do Estado é objetiva (independente de culpa) por atos omissivos e comissivos, com base na teoria do risco administrativo (art. 37, §6º, CF). Entretanto, há exceções:","","","","","","","Omissão estatal: a jurisprudência do STF tem adotado a teoria subjetiva (exige culpa ou dolo do agente) quando a omissão for genérica (RE 1.057.842).","Atos legislativos e judiciais: a responsabilidade por ato judicial exige dolo ou erro grosseiro (art. 143 do CPC), salvo condenação por perdas e danos (art. 5º, LXXV, CF).","","","","","","","","",""
,Administração Pública,formula_table,Concessão e Permissão de Serviço Público,C1,"","Concessão: contrato administrativo por prazo determinado, mediante licitação na modalidade concorrência, transferindo a execução do serviço ao particular, que o fará por sua conta e risco, com tarifa paga pelo usuário. Permissão: contrato de adesão, precário (pode ser revogado a qualquer tempo) e, em regra, dispensada licitação se for serviço de pequeno porte.","","","","","","","Exemplo de concessão: rodovias pedagiadas (PPPs).","Exemplo de permissão: serviço de táxi ou banca de jornal.","","","A concessão comum (não precedida de obra pública) rege-se pela Lei 8.987/95; a concessão patrocinada (PPP) pela Lei 11.079/2004.","","","","","",""
,Direito Civil,multiple_choice,Dos Negócios Jurídicos,C1,"Assinale a opção que apresenta causa de nulidade absoluta do negócio jurídico:","","","Vício de consentimento (erro, dolo)","Lesão","Simulação","Estado de perigo",2,"A simulação (art. 167 do CC) acarreta nulidade absoluta. Os vícios de consentimento e a lesão (art. 157) geram anulabilidade; estado de perigo (art. 156) também é anulável.","","","","","","","","","",""
,Direito Civil,gap_fill,Prescrição e Decadência,C1,"A prescrição atinge o direito de ação (pretensão) e conta-se a partir da violação do direito. Já a decadência atinge o ______ (direito potestativo) e conta-se do termo final previsto em lei ou no negócio jurídico.","","direito subjetivo","","","","direito subjetivo","Arts. 189 e 207 do CC.","","","","","","","","","",""
,Direito Civil,usage_cases,Responsabilidade Civil Subjetiva,C1,"","Para configurar a responsabilidade civil subjetiva (art. 186 c/c 927, caput, CC), são necessários: conduta (ação ou omissão), dano, nexo causal e culpa (negligência, imprudência ou imperícia). A prova da culpa cabe à vítima.","","","","","","","Exemplo: Motorista que fura o sinal vermelho e colide com outro veículo – age com imprudência, gerando dever de indenizar.","Omissão relevante: deixar de prestar socorro quando possível gera responsabilidade se causar dano (art. 186, parágrafo único).","","","A responsabilidade objetiva dispensa a prova de culpa (ex.: fornecedor de produtos – CDC).","","","","","",""
,Direito Civil,deep_dive,Teoria do Desvio Produtivo do Consumidor,C1,"","A teoria (criada pelo jurista Marcos Dessaune) reconhece indenização por danos morais quando o fornecedor cria obstáculo ao exercício do direito do consumidor, desviando-o de sua atividade produtiva (estudo, trabalho, lazer) para solucionar problemas de consumo.","","","","","","","Exemplo: Consumidor que gasta horas em filas de atendimento, múltiplas ligações para call center e deslocamentos para resolver cobrança indevida.","O STJ já aplicou a teoria (REsp 1.796.049/SP).","","","Diferencia-se do mero aborrecimento: exige perda de tempo qualificada (tempo relevante e injustificado).","","","","","",""
,Direito Civil,formula_table,Usucapião Extraordinário,C1","Requisitos (art. 183, CF, e art. 1.238, CC): posse mansa e pacífica, com animus domini, por 15 anos ininterruptos, sem interrupção ou oposição. O prazo reduz-se para 10 anos se o possuidor houver estabelecido no imóvel sua moradia habitual ou nele realizado obras de caráter produtivo.","","","","","","","Exemplo: João ocupa um terreno abandonado há 18 anos, construiu uma casa e ali vive com sua família. Poderá requerer usucapião extraordinário.","","","","A usucapião especial urbana (art. 183, CF) exige área de até 250m², 5 anos de posse ininterrupta e utilização para moradia própria ou familiar.","","","","","",""
,Direito Processual Civil,multiple_choice,Tutela Provisória,C1,"Sobre a tutela provisória de urgência (art. 300, CPC), assinale a alternativa correta:","","","Depende de demonstração de periculum in mora e fumus boni iuris.","Pode ser concedida de ofício pelo juiz em qualquer caso.","O requerimento da tutela antecipada desde logo forma coisa julgada material.","É vedada a concessão de tutela de urgência em caráter antecedente.",0,"Art. 300 – a tutela de urgência é concedida quando houver elementos que evidenciem a probabilidade do direito (fumus boni iuris) e o perigo de dano (periculum in mora). Não é concedida de ofício em todos os casos (depende de pedido expresso ou de tutela de evidência – art. 311), nem forma coisa julgada, e o procedimento antecedente está previsto nos arts. 303 e 304.","","","","","","","","","",""
,Direito Processual Civil,gap_fill,Preclusão,C1,"A perda de uma faculdade processual em razão da prática de um ato incompatível com seu exercício posterior, ou pelo decurso do prazo, é denominada ______.","","preclusão","","","","preclusão","Art. 200, 202, 223, 229 e 244 do CPC (preclusão lógica, temporal e consumativa).","","","","","","","","","",""
,Direito Processual Civil,usage_cases,Recursos Especial e Extraordinário,C1,"","O Recurso Especial (REsp) é cabível contra decisão de Tribunal Regional Federal ou Estadual que contrariar lei federal, ou der a ela interpretação divergente. O Recurso Extraordinário (RE) é cabível contra decisão que ofender a Constituição Federal. Ambos são interpostos perante o STJ e STF, respectivamente, e exigem repercussão geral (RE) e demonstração do prequestionamento.","","","","","","","Exemplo de REsp: TJ decide que prazo prescricional para ação indenizatória contra a Fazenda Pública é de 3 anos, mas a lei federal (Decreto 20.910/32) prevê 5 anos – cabe REsp.","Exemplo de RE: Tribunal condena réu com base em lei que já foi declarada inconstitucional pelo STF – cabe RE.","","","É indispensável o juízo de admissibilidade na origem; se denegado, cabe agravo em recurso especial ou extraordinário (art. 1.030, CPC).","","","","","",""
,Direito Processual Civil,deep_dive,Coisa Julgada Material,C1","","A coisa julgada material (art. 502, CPC) é a imutabilidade dos efeitos da decisão de mérito, não mais sujeita a recurso. A coisa julgada formal é a preclusão dos recursos, mas a decisão ainda pode ser atacada por ação rescisória (prazo de 2 anos – art. 975, CPC).","","","","","","","Ação rescisória: cabível quando a decisão violar literal dispositivo de lei, proferida por juiz impedido, obtida por dolo, coação ou simulação, etc.","Coisa julgada secundum eventum litis ocorre quando a decisão resolve apenas uma questão preliminar que não é de mérito, mas que se torna preclusa.","","","Não faz coisa julgada a motivação, apenas o dispositivo (art. 504, CPC).","","","","","",""
,Direito Processual Civil,formula_table,Prazos no Processo Civil,C1,"Prazos processuais (art. 219, CPC): contam-se em dias úteis, excluindo o dia do começo e incluindo o do vencimento. O prazo para contestação no rito comum é de 15 dias úteis (art. 335). Para a Fazenda Pública, 30 dias úteis (art. 183).","","","","","","","Exemplo: Citação ocorreu em 02/05 (segunda). O prazo de 15 dias úteis começa em 03/05, vencendo em 22/05 (considerando feriados e finais de semana).","Os prazos de decadência e prescricionais não se suspendem durante férias forenses, exceto o prazo para interposição de recurso (art. 220, §2º).","","","","","","","","",""
,Direito Penal,multiple_choice,Princípio da Insignificância,C1,"O STF tem aplicado o princípio da insignificância para afastar a tipicibilidade material de condutas que, embora formais, não lesam bem jurídico relevante. Assinale a alternativa que NÃO configura crime insignificante:","","","Subtração de um vidro de perfume de R$ 7,00 no supermercado","Furto de uma carteira de documentos sem valor monetário","Apropriação de R$ 1.500,00 de empresa multinacional pelo caixa","Porte de pequena quantidade de droga para consumo pessoal (art. 28, Lei 11.343/06)",2,"O valor de R$ 1.500,00, dependendo do contexto, pode ser considerado significativo para a vítima (empresa de pequeno porte não). No entanto, o STF exige análise objetiva: baixa lesividade, conduta social irrelevante, reduzido grau de reprovabilidade e inexpressividade da lesão. O furto de valor expressivo não se enquadra. A alternativa D (porte de droga) é crime de perigo abstrato, mas a jurisprudência tem admitido a aplicação do princípio em casos de quantidades ínfimas para uso pessoal.","","","","","","","","","",""
,Direito Penal,gap_fill,Diferença entre Dolo e Culpa,C1,"O dolo é a vontade consciente de realizar a conduta criminosa (assumir o risco – dolo eventual). Já a culpa ocorre quando o agente, por imprudência, negligência ou imperícia, dá causa ao resultado, sem querê-lo. Na culpa consciente, o agente prevê o resultado, mas acredita que não ocorrerá. No dolo eventual, o agente assume o ______.","","risco","","","","risco","Teoria da aceitação do risco: no dolo eventual, o agente não quer o resultado mas anui com a sua ocorrência.","","","","","","","","","",""
,Direito Penal,usage_cases,Crimes contra o Patrimônio - Furto,C1","","Art. 155 do CP: subtrair coisa alheia móvel para si ou para outrem, sem violência ou grave ameaça. A pena aumenta se houver concurso de pessoas (mais de uma pessoa), destruição de obstáculo, abuso de confiança, etc.","","","","","","","Exemplo: Alguém entra numa loja e esconde um celular na bolsa, saindo sem pagar – furto simples.","Se o agente é funcionário público e se utiliza da função para subtrair bens da repartição, configura-se furto qualificado pelo abuso de confiança (art. 155, §1º).","","","Furto de coisa comum (coisa pertencente a condôminos) não configura crime, salvo se o agente for depositário ou se apropriar de mais do que lhe cabe.","","","","","",""
,Direito Penal,deep_dive,Teoria da Cegueira Deliberada,C1","","A cegueira deliberada (willful blindness) é teoria aplicada quando o agente se mantém propositalmente ignorante de circunstâncias que indicam a prática de crime, para não ter conhecimento direto. Ex.: transportar grande quantidade de pasta base de cocaína sem questionar a procedência. O STJ e STF a utilizam para equiparar a situação ao dolo eventual, especialmente em crimes de tráfico de drogas e lavagem de dinheiro.","","","","","","","Exemplo no transporte de drogas: O motorista sabe que está levando uma encomenda suspeita, com pagamento exorbitante, e evita perguntar o conteúdo – equipara-se a dolo eventual.","Crítica: alguns doutrinadores consideram um alargamento excessivo do conceito de dolo.","","","A Convenção de Palermo contra o Crime Organizado Transnacional recomenda sua adoção.","","","","","",""
,Direito Penal,formula_table,Concurso de Pessoas,C1","Requisitos (art. 29, CP): pluralidade de agentes, relevância causal de cada conduta, liame subjetivo (conhecimento e adesão à ação comum), e identidade de infração (todos respondem pelo mesmo crime, salvo nas hipóteses de participação de menor importância – art. 29, §1º).","","","","","","","Exemplo: João e Pedro combinam de assaltar uma loja. João entra armado, Pedro espera do lado de fora no carro. Ambos respondem por roubo (concurso de pessoas).","A participação de menor importância autoriza redução de pena de 1/6 a 1/3.","","","A comunicabilidade de circunstâncias (art. 30) ocorre quando elementares ou circunstâncias são de caráter pessoal (ex.: reincidência não se comunica, mas relação de parentesco pode se comunicar se aproveitada por todos).","","","","","",""
,Direito Processual Penal,multiple_choice,Inquérito Policial,C1,"O inquérito policial é procedimento administrativo inquisitivo, sigiloso e dispensável para o oferecimento da denúncia (art. 12, CPP). Sobre ele, assinale a opção correta:","","","É indispensável para a propositura da ação penal, salvo nos casos de dispensa previstos em lei.","O Ministério Público tem o poder de requisitar sua instauração e acompanhá-lo ativamente.","O indiciado não tem direito de acessar os autos do inquérito mesmo depois de concluído.","O delegado pode, de ofício, determinar a prisão preventiva independentemente de representação.",1,"O art. 5º, §3º, da Lei Complementar 75/93 permite ao MP requisitar instauração. O indiciado tem direito de acesso aos autos após a conclusão (art. 7º, XIV, da Lei 8.906/94 – Estatuto da OAB – e Súmula Vinculante 14 do STF). O inquérito é dispensável (o MP pode oferecer denúncia com base em peças de informação). A prisão preventiva depende de representação do delegado ou requerimento do MP, ou ainda decretação de ofício pelo juiz (art. 311, CPP).","","","","","","","","","",""
,Direito Processual Penal,gap_fill,Ação Penal Privada Subsidiária da Pública,C1,"Quando o Ministério Público deixa de oferecer denúncia dentro do prazo legal (art. 46, CPP), a vítima ou seu representante legal pode propor ação penal privada subsidiária da pública, no prazo de ______ dias contados da data em que se esgotar o prazo do MP.","","6 meses","","","","6 meses","Art. 29 do CPP.","","","","","","","","","",""
,Direito Processual Penal,usage_cases,Prisão Preventiva,C1","","A prisão preventiva (art. 312, CPP) é medida cautelar pessoal, decretada para garantir a ordem pública (ex.: perigo concreto de reiteração criminosa), conveniência da instrução criminal (ex.: risco de obstrução da investigação), ou para assegurar a aplicação da lei penal (ex.: risco de fuga). Não pode ser aplicada como antecipação da pena, devendo ser fundamentada com base em elementos concretos.","","","","","","","Exemplo: Indivíduo preso em flagrante por homicídio, com vasta ficha criminal e testemunhas ameaçadas – pode-se decretar preventiva para garantia da ordem pública.","A prisão preventiva pode ser revogada se os motivos desaparecerem (art. 316, CPP).","","","A duração da preventiva deve ser razoável; excesso de prazo enseja relaxamento (art. 5º, LXV, CF).","","","","","",""
,Direito Processual Penal,deep_dive,Nulidades no Processo Penal,C1","","As nulidades no CPP são divididas em absolutas (violam interesse público, podem ser arguidas a qualquer tempo e não convalescem) e relativas (violam interesse da parte, devem ser arguidas na primeira oportunidade sob pena de preclusão – art. 571, CPP). Exemplos: ilegalidade na composição do juízo (absoluta); falta de citação pessoal do réu (absoluta); ausência de defesa técnica (absoluta); vício de intimação da sentença (relativa – art. 392, §3º).","","","","","","","A inobservância do art. 564 (enumeração de nulidades) não exclui outras hipóteses de nulidade absoluta por violação de garantia constitucional.","O princípio pas de nullité sans grief (art. 563, CPP) exige que a nulidade cause prejuízo à parte; porém, nas nulidades absolutas o prejuízo é presumido.","","","","","","","","",""
,Direito Processual Penal,formula_table,Prazos no Processo Penal,C1,"Prazos penais (art. 798, CPP): contam-se em dias corridos, incluindo o primeiro dia e excluindo o último, suspendendo-se nos feriados e domingos. O prazo para oferecimento de denúncia no rito comum é de 5 dias (réu preso) ou 15 dias (réu solto) – art. 46, CPP.","","","","","","","Exemplo: Denúncia deve ser oferecida em 5 dias se o réu estiver preso, contados da data em que o MP receber os autos do inquérito.","Prazo para resposta à acusação (art. 396-A, CPP): 10 dias.","Prazo para recurso de apelação: 5 dias (art. 593, CPP).","","","Os prazos processuais penais são improrrogáveis (salvo motivo justificado e expressa previsão).","","","","","",""
,Direito do Trabalho,multiple_choice,Princípio da Proteção,C1,"Qual princípio do Direito do Trabalho informa que diante de várias interpretações possíveis, deve-se optar pela que favorece o trabalhador?","","","Princípio da irrenunciabilidade","Princípio da continuidade da relação de emprego","Princípio da primazia da realidade","Princípio do in dubio pro operario",3,"O in dubio pro operario manda interpretar a norma trabalhista, em caso de dúvida, da forma mais favorável ao empregado.","","","","","","","","","",""
,Direito do Trabalho,gap_fill,Rescisão por Justa Causa,C1,"A justa causa do empregado está elencada no art. 482 da CLT. Um ato de improbidade (ex.: furto de pequeno valor) pode configurar justa causa, mas a jurisprudência exige prova cabal do ato e que a penalidade seja proporcional. A desídia no desempenho das funções, se reiterada e após advertências, também configura justa causa. O prazo para o empregador aplicar a justa causa é decadencial de ______ dias contados do conhecimento do fato.","","30","","","","30","Art. 527, §1º, da CLT (antigo art. 29 da Lei 5.889/73 aplicado por analogia – Súmula 403, TST).","","","","","","","","","",""
,Direito do Trabalho,usage_cases,Intervalo Intrajornada,C1","","Art. 71, CLT: para jornada superior a 6 horas, é obrigatório intervalo mínimo de 1 hora e máximo de 2 horas (podendo ser reduzido por ato do Ministério do Trabalho para 30 minutos). Jornada de 4 a 6 horas: intervalo de 15 minutos. A supressão total ou parcial do intervalo gera pagamento do período suprimido como hora extra acrescida de 50% (Súmula 437, TST – indenização e não apenas reflexos).","","","","","","","Exemplo: Empregado que trabalha 8 horas diárias e não usufrui do intervalo intrajornada de 1 hora, receberá 1 hora extra por dia (além do salário normal).","A concessão parcial (menos de 1 hora) gera pagamento apenas do tempo suprimido, mas como hora extra integral (não proporcional).","","","O descanso semanal remunerado (DSR) não se confunde com intervalo intrajornada.","","","","","",""
,Direito do Trabalho,deep_dive,Terceirização e Responsabilidade Subsidiária,C1","","A Súmula 331 do TST estabelece que a empresa tomadora de serviços responde subsidiariamente pelas obrigações trabalhistas da prestadora, desde que tenha participado da relação processual e conste do título executivo. A responsabilidade é objetiva (não depende de culpa), abrangendo todas as verbas devidas pela prestadora. A Súmula 331, V, exclui a responsabilidade da Administração Pública quando demonstrada a fiscalização do cumprimento das obrigações pela contratada.","","","","","","","Exemplo: Banco contrata empresa de vigilância. Esta deixa de pagar FGTS. O banco será responsável subsidiário, podendo ser executado.","A terceirização da atividade-fim, embora discutida, foi permitida pelo STF (ADPF 324 e RE 958.252 – tese de repercussão geral).","","","A responsabilidade subsidiária não alcança a cota de 40% do FGTS (multa do art. 18 da Lei 8.036/90) se o contrato de trabalho foi extinto antes da nova redação da Súmula 331 (Tema 1.002 de repercussão geral).","","","","","",""
,Direito do Trabalho,formula_table,Adicional de Insalubridade,C1","Art. 189 e 192 da CLT. Graus: mínimo (10%), médio (20%) ou máximo (40%) sobre o salário mínimo (exceto se houver negociação coletiva mais benéfica – Súmula 228, TST, com ressalvas). O adicional incide sobre o salário básico, exceto se houver previsão em norma coletiva (Súmula 228, I, TST).","","","","","","","Exemplo: Trabalhador exposto a ruído contínuo acima do limite de tolerância (85 dB para 8h) – insalubridade de grau médio (20% do salário mínimo).","A insalubridade e periculosidade são mutuamente exclusivas, salvo previsão em CCT (Súmula 39, TST).","","","O direito ao adicional prescreve em 5 anos, contados da cessação da exposição ao agente nocivo.","","","","","",""
,Direito Empresarial,multiple_choice,Empresário Individual e EIRELI,C1,"Com a revogação da EIRELI pela Lei 14.195/2021, o empresário individual pode hoje optar pela Sociedade Limitada Unipessoal (SLU), com patrimônio separado. Sobre a SLU, assinale a opção correta:","","","O sócio único responde ilimitadamente pelas dívidas da sociedade.","A SLU não pode ter nome empresarial com firma social.","A SLU é regida subsidiariamente pelas regras da sociedade limitada (Lei 10.406/2002).","Não é possível converter EIRELI existente em SLU sem alteração contratual.",2,"A SLU aplicam-se as regras da sociedade limitada (arts. 1.052 a 1.087 do CC), inclusive responsabilidade limitada ao capital social. A EIRELI foi extinta, mas as já constituídas podem ser convertidas em SLU mediante alteração do NIRE (Art. 41 da Lei 14.195/2021).","","","","","","","","","",""
,Direito Empresarial,gap_fill,Títulos de Crédito,C1,"A letra de câmbio, a nota promissória e o cheque são títulos de crédito regidos pelo Decreto 2.044/1908 (Lei Uniforme de Genebra). O aceite é o ato pelo qual o sacado (devedor principal) concorda em pagar a letra de câmbio no vencimento. A falta de aceite ou de pagamento gera o protesto, que é requisito para o exercício do direito de ______ contra os endossantes e avalistas.","","regresso","","","","regresso","Arts. 43 e 53 da Lei Uniforme.","","","","","","","","","",""
,Direito Empresarial,usage_cases,Recuperação Judicial e Falência,C1","","A Lei 11.101/2005 regula a recuperação judicial (RJ) – para empresas viáveis – e a falência (para empresas inviáveis). O plano de RJ deve ser aprovado em assembleia de credores. O devedor não pode estar falido há menos de 5 anos, nem ter obtido RJ há menos de 5 anos (art. 48). A falência decreta a arrecadação do ativo e a venda para pagar os credores na ordem legal.","","","","","","","Exemplo: Empresa com dívida de R$ 10 milhões apresenta plano de pagamento em 6 anos, com deságio de 30%. Credores aprovam – homologação judicial.","O administrador judicial fiscaliza as atividades do devedor; pode ser pessoa física ou jurídica especializada.","","","O devedor pode requerer autofalência (art. 105, II).","","","","","",""
,Direito Empresarial,deep_dive,Desconsideração da Personalidade Jurídica,C1","","A desconsideração inversa (art. 50, §1º, CC, e art. 133, §2º, CDC) permite atingir o patrimônio da sociedade para cobrir dívidas do sócio, desde que haja confusão patrimonial ou desvio de finalidade. No CDC, a desconsideração pode ser requerida pelo consumidor quando a sociedade é mera fachada para fraudar credores. No direito empresarial, a teoria maior (CC, art. 50) exige prova de abuso (desvio de finalidade ou confusão patrimonial).","","","","","","","Exemplo: Sócio contrai dívida pessoal de consumo, mas transfere todos os seus bens para a empresa da qual é único sócio. Credor pode pedir desconsideração inversa para que os bens da empresa respondam pela dívida pessoal.","A desconsideração não extingue a pessoa jurídica, apenas afasta a autonomia patrimonial naquele caso concreto.","","","O CPC/15, art. 795, permite a desconsideração no cumprimento de sentença, sem necessidade de ação autônoma.","","","","","",""
,Direito Empresarial,formula_table,Classificação de Créditos na Falência,C1","Art. 83 da Lei 11.101: 1º) créditos trabalhistas (limitado a 150 salários mínimos por credor); 2º) créditos com garantia real (até o valor do bem); 3º) créditos tributários (exceto multas); 4º) créditos quirografários (sem garantia); 5º) créditos subordinados (sócios, administradores). Os créditos extraconcursais (art. 84) são pagos antes dos concursais.","","","","","","","Exemplo: Empresa falida deve R$ 200 mil a empregado (trabalhista), R$ 500 mil a banco com garantia de imóvel, e R$ 300 mil de tributos. A ordem de pagamento: trabalhista (dentro do limite), depois garantia real, depois tributos.","","","","","","","","","",""
,Ética OAB,multiple_choice,Incompatibilidade e Impedimento,C1,"Sobre o impedimento do advogado (art. 28 do Estatuto da OAB), assinale a opção correta:","","","É impedido de exercer a advocacia contra a Fazenda Pública que o empregou, mesmo após 5 anos do desligamento.","O advogado que figura como sócio de empresa que litiga contra cliente está impedido de patrocinar a causa do cliente.","O impedimento cessa se houver autorização do cliente por escrito.","O advogado pode atuar como mediador extrajudicial na mesma causa em que patrocina uma das partes, desde que haja acordo.",1,"Art. 28, III: o advogado impedido de exercer a advocacia contra ex-empregador (Fazenda Pública) por 3 anos após o desligamento. O impedimento não cessa com autorização do cliente, pois a norma visa proteger a imparcialidade e a ética profissional (art. 18, CD). O advogado não pode ser ao mesmo tempo patrono e mediador – conflito de interesses.","","","","","","","","","",""
