"id","set","set_id","type","title","level","question_text","definition","sentence","opt1","opt2","opt3","opt4","correct_answer","explanation","example1","example2","example3","example4","usage1","tip"
"","English Idioms","40","deep_dive","Make a decision \br Tomar uma decisão","Beginner","","To choose something.","","","","","","","","You need to make a decision by Friday. \br She finally made a decision about which university to attend.","","","",""
"","English Idioms","40","deep_dive","Make a mistake \br Cometer um erro","Beginner","","To do something wrong.","","","","","","","","I made a mistake on the address. \br Everyone makes mistakes sometimes.","","","",""
"","English Idioms","40","deep_dive","Make sure \br Certificar-se","Beginner","","To verify or ensure.","","","","","","","","Make sure you lock the door. \br I made sure to turn off the oven before leaving.","","","",""
"","English Idioms","40","deep_dive","On time \br Na hora certa","Beginner","","Punctual.","","","","","","","","The train arrived on time. \br Please submit your report on time.","","","",""
"","English Idioms","40","deep_dive","Take a break \br Fazer uma pausa","Beginner","","To rest briefly.","","","","","","","","Let's take a break for ten minutes. \br You've been studying for hours – take a break.","","","",""
"","English Idioms","40","deep_dive","Take care of \br Cuidar de","Beginner","","To look after.","","","","","","","","She takes care of her elderly mother. \br Who will take care of your cat while you're away?","","","",""
"","English Idioms","40","deep_dive","Take part in \br Participar de","Beginner","","To join an activity.","","","","","","","","I took part in the school play. \br Many countries took part in the international competition.","","","",""
"","English Idioms","40","deep_dive","Take turns \br Revezar-se","Beginner","","To alternate doing something.","","","","","","","","Take turns using the computer. \br The children took turns on the swing.","","","",""
"","English Idioms","40","deep_dive","Wake up \br Acordar","Beginner","","To stop sleeping.","","","","","","","","I usually wake up at 7 a.m. \br He woke up late and missed the bus.","","","",""
"","English Idioms","40","deep_dive","Work out \br Exercitar-se","Beginner","","To exercise.","","","","","","","","He works out at the gym three times a week. \br I need to work out more often to stay fit.","","","",""
"","English Idioms","40","deep_dive","Worry about \br Preocupar-se com","Beginner","","To feel anxious about something.","","","","","","","","Don't worry about the exam – you'll do fine. \br She worries about her children all the time.","","","",""
"","English Idioms","40","deep_dive","Write down \br Anotar","Beginner","","To record in writing.","","","","","","","","Write down your phone number for me. \br I wrote down all the important dates in my calendar.","","","",""
"","English Idioms","40","deep_dive","A piece of cake \br Muito fácil","Intermediate","","Something very easy.","","","","","","","","The test was a piece of cake. \br After years of practice, that task was a piece of cake.","","","",""
"","English Idioms","40","deep_dive","As far as I know \br Até onde sei","Intermediate","","Based on my knowledge.","","","","","","","","As far as I know, she still works here. \br As far as I know, the meeting is still on for tomorrow.","","","",""
"","English Idioms","40","deep_dive","Be about to \br Estar prestes a","Intermediate","","To be ready to do something soon.","","","","","","","","We were about to leave when the phone rang. \br She's about to give birth any day now.","","","",""
"","English Idioms","40","deep_dive","Be into something \br Estar a fim de / curtir","Intermediate","","To be interested in something.","","","","","","","","She's really into photography. \br He's into vintage cars and motorcycles.","","","",""
"","English Idioms","40","deep_dive","Be over \br Ter acabado","Intermediate","","To be finished.","","","","","","","","The storm is finally over. \br The game was over by 9 PM.","","","",""
"","English Idioms","40","deep_dive","Be supposed to \br Supostamente / dever","Intermediate","","To be expected or required to.","","","","","","","","You're supposed to arrive by 9 a.m. \br I'm supposed to call my boss later.","","","",""
"","English Idioms","40","deep_dive","Beat around the bush \br Enrolar / evitar o assunto","Intermediate","","To avoid saying something directly.","","","","","","","","Stop beating around the bush – just tell me. \br He beat around the bush for an hour without giving an answer.","","","",""
"","English Idioms","40","deep_dive","Better late than never \br Antes tarde do que nunca","Intermediate","","Doing something late is better than not at all.","","","","","","","","He apologized after years – better late than never. \br I finished the project a week late, but better late than never.","","","",""
"","English Idioms","40","deep_dive","Break a leg \br Boa sorte! (teatro)","Intermediate","","Good luck! (to performers).","","","","","","","","You're on in five minutes – break a leg! \br Before the audition, her friend whispered 'break a leg'.","","","",""
"","English Idioms","40","deep_dive","Break up \br Terminar (relacionamento)","Intermediate","","To end a relationship.","","","","","","","","They broke up after two years together. \br She broke up with her boyfriend last week.","","","",""
"","English Idioms","40","deep_dive","Call it a day \br Dar o dia por encerrado","Intermediate","","To stop working for the day.","","","","","","","","It's 6 p.m., let's call it a day. \br After finishing the report, we called it a day.","","","",""
"","English Idioms","40","deep_dive","Come on \br Vamos lá / qual é","Intermediate","","Expression of encouragement or disbelief.","","","","","","","","Come on, you can do it! \br Come on, you don't really believe that, do you?","","","",""
"","English Idioms","40","deep_dive","Cost an arm and a leg \br Custar os olhos da cara","Intermediate","","To be extremely expensive.","","","","","","","","The repair cost an arm and a leg. \br Their new sofa cost an arm and a leg, but it's beautiful.","","","",""
"","English Idioms","40","deep_dive","Cut it out \br Para com isso","Intermediate","","Stop doing something annoying.","","","","","","","","Cut it out, you're bothering me! \br I wish the kids would cut it out and be quiet.","","","",""
"","English Idioms","40","deep_dive","Do your best \br Fazer o melhor possível","Intermediate","","To try as hard as you can.","","","","","","","","Just do your best on the exam. \br She always does her best in every project.","","","",""
"","English Idioms","40","deep_dive","Feel like \br Estar com vontade de","Intermediate","","To want to do something.","","","","","","","","I feel like having pizza tonight. \br Do you feel like going for a walk?","","","",""
"","English Idioms","40","deep_dive","Figure out \br Descobrir / entender","Intermediate","","To solve or understand.","","","","","","","","I can't figure out this math problem. \br Have you figured out how to use the new software?","","","",""
"","English Idioms","40","deep_dive","Get lost \br Perder-se / sumir (gír.)","Intermediate","","To become lost (or rude: go away).","","","","","","","","We got lost on the way to the museum. \br Get lost! I don't want to talk to you.","","","",""
"","English Idioms","40","deep_dive","Get married \br Casar-se","Intermediate","","To wed.","","","","","","","","They got married in a small church. \br When are you going to get married?","","","",""
"","English Idioms","40","deep_dive","Get rid of \br Livrar-se de","Intermediate","","To remove or discard.","","","","","","","","I need to get rid of these old clothes. \br He got rid of his old phone and bought a new one.","","","",""
"","English Idioms","40","deep_dive","Give up \br Desistir","Intermediate","","To stop trying.","","","","","","","","Don't give up – you're almost there. \br She gave up smoking last year.","","","",""
"","English Idioms","40","deep_dive","Go ahead \br Vá em frente / prossiga","Intermediate","","To proceed or give permission.","","","","","","","","Can I open the window? – Go ahead. \br The manager told us to go ahead with the plan.","","","",""
"","English Idioms","40","deep_dive","Hang out \br Sair / passar tempo com","Intermediate","","To spend time casually with friends.","","","","","","","","I hang out with my friends on Saturdays. \br We used to hang out at the mall after school.","","","",""
"","English Idioms","40","deep_dive","Have a look \br Dar uma olhada","Intermediate","","To look at something briefly.","","","","","","","","Have a look at this photo. \br Could you have a look at my computer? It's not working.","","","",""
"","English Idioms","40","deep_dive","Have no idea \br Não fazer ideia","Intermediate","","To not know at all.","","","","","","","","I have no idea where my keys are. \br He has no idea how to fix the car.","","","",""
"","English Idioms","40","deep_dive","Hold on \br Aguente / espere","Intermediate","","To wait or grip tightly.","","","","","","","","Hold on a second, I'll be right back. \br Hold on to the railing so you don't fall.","","","",""
"","English Idioms","40","deep_dive","In a hurry \br Com pressa","Intermediate","","Rushed.","","","","","","","","Sorry, I can't talk – I'm in a hurry. \br She finished her lunch in a hurry and left.","","","",""
"","English Idioms","40","deep_dive","In the end \br No fim das contas","Intermediate","","Finally, after everything.","","","","","","","","In the end, we decided to stay home. \br In the end, everything worked out fine.","","","",""
"","English Idioms","40","deep_dive","It doesn't matter \br Não importa","Intermediate","","It is not important.","","","","","","","","You're late? It doesn't matter. \br It doesn't matter which colour you choose – they're all nice.","","","",""
"","English Idioms","40","deep_dive","Keep an eye on \br Ficar de olho em","Intermediate","","To watch carefully.","","","","","","","","Could you keep an eye on my bag? \br Keep an eye on the stove while I answer the door.","","","",""
"","English Idioms","40","deep_dive","Look forward to \br Estar ansioso para","Intermediate","","To be excited about a future event.","","","","","","","","I look forward to seeing you. \br We're looking forward to our vacation next month.","","","",""
"","English Idioms","40","deep_dive","Look up \br Pesquisar","Intermediate","","To search for information.","","","","","","","","Look up the word in a dictionary. \br I looked up the recipe online.","","","",""
"","English Idioms","40","deep_dive","Make fun of \br Tirar sarro de","Intermediate","","To mock or ridicule.","","","","","","","","Don't make fun of his accent. \br They made fun of her new haircut.","","","",""
"","English Idioms","40","deep_dive","Make up your mind \br Decidir-se","Intermediate","","To make a decision.","","","","","","","","Make up your mind – which one do you want? \br He can't make up his mind about which job to take.","","","",""
"","English Idioms","40","deep_dive","No matter what \br Não importa o que aconteça","Intermediate","","Regardless of circumstances.","","","","","","","","I'll support you no matter what. \br No matter what happens, don't lose hope.","","","",""
"","English Idioms","40","deep_dive","On purpose \br De propósito","Intermediate","","Intentionally.","","","","","","","","He stepped on my foot on purpose. \br I didn't break the vase on purpose – it was an accident.","","","",""
"","English Idioms","40","deep_dive","Out of order \br Fora de serviço","Intermediate","","Not working (machine).","","","","","","","","The elevator is out of order. \br The vending machine is out of order today.","","","",""
"","English Idioms","40","deep_dive","Put off \br Adiar","Intermediate","","To postpone.","","","","","","","","We put off the meeting until Friday. \br Don't put off your homework until the last minute.","","","",""
"","English Idioms","40","deep_dive","Run out of \br Ficar sem","Intermediate","","To have no more of something.","","","","","","","","We ran out of milk. \br We ran out of time before finishing the test.","","","",""
"","English Idioms","40","deep_dive","Show up \br Aparecer","Intermediate","","To arrive or appear.","","","","","","","","He showed up late again. \br I waited for an hour but she never showed up.","","","",""
"","English Idioms","40","deep_dive","So far \br Até agora","Intermediate","","Up to this moment.","","","","","","","","So far, everything is going well. \br So far, we've raised $500 for charity.","","","",""
"","English Idioms","40","deep_dive","Take advantage of \br Aproveitar-se de","Intermediate","","To use an opportunity (often selfishly).","","","","","","","","He took advantage of the sale to buy cheap shoes. \br She took advantage of his kindness and asked for more money.","","","",""
"","English Idioms","40","deep_dive","Take it easy \br Levar na boa / relaxar","Intermediate","","To relax or not rush.","","","","","","","","Take it easy – you're stressed. \br After the exam, I plan to take it easy for a few days.","","","",""
"","English Idioms","40","deep_dive","Take your time \br Sem pressa","Intermediate","","To not hurry.","","","","","","","","You can take your time finishing the report. \br Take your time – there's no deadline today.","","","",""
"","English Idioms","40","deep_dive","Turn down \br Recusar","Intermediate","","To reject.","","","","","","","","She turned down the job offer. \br He asked her to dance, but she turned him down.","","","",""
"","English Idioms","40","deep_dive","Under the weather \br Sentindo-se mal (doente)","Intermediate","","Feeling slightly ill.","","","","","","","","I'm feeling a bit under the weather today. \br He stayed home because he was under the weather.","","","",""
"","English Idioms","40","deep_dive","Ups and downs \br Altos e baixos","Intermediate","","Good and bad periods.","","","","","","","","Life has its ups and downs. \br Our relationship has had many ups and downs over the years.","","","",""
"","English Idioms","40","deep_dive","Use up \br Esgotar / gastar todo","Intermediate","","To consume completely.","","","","","","","","We used up all the toothpaste. \br She used up her savings to buy a car.","","","",""
"","English Idioms","40","deep_dive","What's up? \br E aí? / O que houve?","Intermediate","","What's happening? (casual greeting).","","","","","","","","Hey, what's up? \br What's up? You look worried.","","","",""
"","English Idioms","40","deep_dive","Work on \br Trabalhar em / melhorar","Intermediate","","To try to improve or fix.","","","","","","","","I need to work on my pronunciation. \br He's working on a new project at the office.","","","",""
"","English Idioms","40","deep_dive","Would rather \br Preferir","Intermediate","","To prefer.","","","","","","","","I'd rather stay home than go out. \br She would rather read a book than watch TV.","","","",""
"","English Idioms","40","deep_dive","You bet! \br Com certeza!","Intermediate","","Certainly! (emphatic yes).","","","","","","","","Do you want dessert? – You bet! \br Are you coming to the party? You bet I am!","","","",""
"","English Idioms","40","deep_dive","You wish! \br Quem dera! / Sonha!","Intermediate","","Expresses that something is unlikely.","","","","","","","","You think you'll win? You wish! \br He hopes to get a promotion – you wish!","","","",""
"","English Idioms","40","deep_dive","A blessing in disguise \br Um mal que vem para o bem","Intermediate","","Something bad that leads to good.","","","","","","","","Losing that job was a blessing in disguise. \br The delay was a blessing in disguise because it made us prepare better.","","","",""
"","English Idioms","40","deep_dive","A dime a dozen \br Tem aos montes","Intermediate","","Very common, not special.","","","","","","","","Tourists are a dime a dozen here. \br Those cheap souvenirs are a dime a dozen.","","","",""
"","English Idioms","40","deep_dive","Add insult to injury \br Por sal na ferida","Intermediate","","To make a bad situation worse.","","","","","","","","He insulted me, then to add insult to injury, he laughed. \br First they cancelled our flight, and then to add insult to injury, they refused a refund.","","","",""
"","English Idioms","40","deep_dive","At the drop of a hat \br Num piscar de olhos","Intermediate","","Immediately, without hesitation.","","","","","","","","He'd help me at the drop of a hat. \br She'd pack her bags and travel at the drop of a hat.","","","",""
"","English Idioms","40","deep_dive","Back to square one \br Voltar à estaca zero","Intermediate","","To start over.","","","","","","","","The plan failed, so it's back to square one. \br After the crash, we lost all data and had to go back to square one.","","","",""
"","English Idioms","40","deep_dive","Be all talk \br Só falar, não fazer","Intermediate","","To talk but not act.","","","","","","","","He says he'll help, but he's all talk. \br Don't believe her promises – she's all talk.","","","",""
"","English Idioms","40","deep_dive","Be in hot water \br Estar enrascado","Intermediate","","To be in trouble.","","","","","","","","He's in hot water for missing the deadline. \br I'll be in hot water if my boss finds out.","","","",""
"","English Idioms","40","deep_dive","Be on the fence \br Estar em cima do muro","Intermediate","","To be undecided.","","","","","","","","I'm on the fence about moving abroad. \br Many voters are still on the fence about the candidate.","","","",""
"","English Idioms","40","deep_dive","Be over the moon \br Estar nas nuvens","Intermediate","","To be very happy.","","","","","","","","She was over the moon about her promotion. \br He was over the moon when he got the job.","","","",""
"","English Idioms","40","deep_dive","Be up in the air \br Estar no ar","Intermediate","","To be uncertain.","","","","","","","","Our vacation plans are still up in the air. \br The future of the project is up in the air.","","","",""
"","English Idioms","40","deep_dive","Bite the bullet \br Encarar o sofrimento","Intermediate","","To do something unpleasant but necessary.","","","","","","","","I hate public speaking, but I'll bite the bullet. \br He bit the bullet and apologized to his boss.","","","",""
"","English Idioms","40","deep_dive","Break the ice \br Quebrar o gelo","Intermediate","","To start a conversation in a stiff situation.","","","","","","","","A joke is good to break the ice. \br He told a funny story to break the ice at the meeting.","","","",""
"","English Idioms","40","deep_dive","Burn the midnight oil \br Queimar o óleo da meia-noite","Intermediate","","To work late.","","","","","","","","She burned the midnight oil for the exam. \br We burned the midnight oil to finish the proposal on time.","","","",""
"","English Idioms","40","deep_dive","By the skin of your teeth \br Por um triz","Intermediate","","To barely succeed.","","","","","","","","I passed by the skin of my teeth. \br He escaped the accident by the skin of his teeth.","","","",""
"","English Idioms","40","deep_dive","Call it a night \br Dar a noite por encerrada","Intermediate","","To end the evening's activities.","","","","","","","","We've played enough – let's call it a night. \br After the movie, we decided to call it a night.","","","",""
"","English Idioms","40","deep_dive","Catch someone's eye \br Chamar a atenção de alguém","Intermediate","","To attract someone's attention.","","","","","","","","That painting caught my eye. \br A bright red car caught her eye from across the street.","","","",""
"","English Idioms","40","deep_dive","Cut corners \br Cortar caminhos (fazer nas coxas)","Intermediate","","To do something poorly to save time or money.","","","","","","","","The builder cut corners and the roof leaks. \br Don't cut corners on safety procedures.","","","",""
"","English Idioms","40","deep_dive","Cut someone some slack \br Dar um desconto","Intermediate","","To be less critical.","","","","","","","","He's new – cut him some slack. \br Everyone makes mistakes – cut her some slack.","","","",""
"","English Idioms","40","deep_dive","Drive someone up the wall \br Deixar alguém louco","Intermediate","","To annoy greatly.","","","","","","","","His loud chewing drives me up the wall. \br That constant beeping noise is driving me up the wall.","","","",""
"","English Idioms","40","deep_dive","Every cloud has a silver lining \br Não há mal que sempre dure","Intermediate","","There is something good in every bad situation.","","","","","","","","Don't worry – every cloud has a silver lining. \br He lost his job, but then found a better one – every cloud has a silver lining.","","","",""
"","English Idioms","40","deep_dive","Face the music \br Encarar as consequências","Intermediate","","To accept punishment or consequences.","","","","","","","","You cheated – now face the music. \br After breaking the window, he had to face the music.","","","",""
"","English Idioms","40","deep_dive","Get a kick out of \br Divertir-se com","Intermediate","","To enjoy greatly.","","","","","","","","I get a kick out of watching old movies. \br She gets a kick out of playing practical jokes.","","","",""
"","English Idioms","40","deep_dive","Get out of hand \br Sair do controle","Intermediate","","To lose control.","","","","","","","","The party got out of hand. \br The argument got out of hand and the police were called.","","","",""
"","English Idioms","40","deep_dive","Get something off your chest \br Tirar um peso do peito","Intermediate","","To confess or express feelings.","","","","","","","","I need to get this off my chest: I was wrong. \br He finally got his frustrations off his chest and felt better.","","","",""
"","English Idioms","40","deep_dive","Get your act together \br Se organizar","Intermediate","","To become organized and effective.","","","","","","","","You need to get your act together and study. \br The team got their act together and won the championship.","","","",""
"","English Idioms","40","deep_dive","Give the benefit of the doubt \br Dar o benefício da dúvida","Intermediate","","To trust someone without proof.","","","","","","","","I don't know, but I'll give her the benefit of the doubt. \br Even though he was late, his boss gave him the benefit of the doubt.","","","",""
"","English Idioms","40","deep_dive","Go back to the drawing board \br Voltar à prancheta","Intermediate","","To start over after failure.","","","","","","","","The client rejected it – back to the drawing board. \br Our plan didn't work, so we had to go back to the drawing board.","","","",""
"","English Idioms","40","deep_dive","Go the extra mile \br Dar o sangue / ir além","Intermediate","","To do more than expected.","","","","","","","","He goes the extra mile for his customers. \br If you want to succeed, be willing to go the extra mile.","","","",""
"","English Idioms","40","deep_dive","Hang in there \br Aguenta firme","Intermediate","","To persevere.","","","","","","","","The first month is hard – hang in there. \br I know you're struggling, but hang in there – things will get better.","","","",""
"","English Idioms","40","deep_dive","Have a sweet tooth \br Ser formigueiro","Intermediate","","To like sweet foods.","","","","","","","","She has a sweet tooth and loves chocolate. \br I have a sweet tooth, so I always order dessert.","","","",""
"","English Idioms","40","deep_dive","Have your hands full \br Estar com as mãos ocupadas","Intermediate","","To be very busy.","","","","","","","","I have my hands full with three kids. \br She can't take on another project – her hands are full.","","","",""
"","English Idioms","40","deep_dive","Hit the books \br Cair nos livros","Intermediate","","To study hard.","","","","","","","","I need to hit the books for finals. \br If you don't hit the books, you won't pass the test.","","","",""
"","English Idioms","40","deep_dive","Hit the hay / sack \br Cair na cama","Intermediate","","To go to sleep.","","","","","","","","I'm exhausted – time to hit the hay. \br It's late – let's hit the sack.","","","",""
"","English Idioms","40","deep_dive","Hit the nail on the head \br Acertar em cheio","Intermediate","","To be exactly right.","","","","","","","","You hit the nail on the head about the problem. \br His analysis hit the nail on the head.","","","",""
"","English Idioms","40","deep_dive","In the same boat \br No mesmo barco","Intermediate","","In the same difficult situation.","","","","","","","","We're all in the same boat with the new software. \br If we lose our jobs, we'll all be in the same boat.","","","",""
"","English Idioms","40","deep_dive","It takes two to tango \br É preciso dois para dançar tango","Intermediate","","Both parties are responsible.","","","","","","","","Don't blame only him – it takes two to tango. \br They both contributed to the argument – it takes two to tango.","","","",""
"","English Idioms","40","deep_dive","Let the cat out of the bag \br Soltar o verbo / contar o segredo","Intermediate","","To reveal a secret.","","","","","","","","I accidentally let the cat out of the bag about the party. \br He let the cat out of the bag about the surprise promotion.","","","",""
"","English Idioms","40","deep_dive","Make a long story short \br Resumindo a história","Intermediate","","To tell only the main points.","","","","","","","","To make a long story short, we missed the flight. \br He made a long story short and gave us the highlights.","","","",""
"","English Idioms","40","deep_dive","Miss the boat \br Perder a oportunidade","Intermediate","","To miss an opportunity.","","","","","","","","I waited too long and missed the boat. \br If you don't apply now, you'll miss the boat.","","","",""
"","English Idioms","40","deep_dive","No pain no gain \br Sem dor sem ganho","Intermediate","","You must work hard to succeed.","","","","","","","","I trained for months – no pain, no gain. \br If you want to get fit, remember: no pain, no gain.","","","",""
"","English Idioms","40","deep_dive","On the ball \br Esperto / atento","Intermediate","","Alert, competent.","","","","","","","","My assistant is really on the ball. \br You have to be on the ball to succeed in sales.","","","",""
"","English Idioms","40","deep_dive","Once in a blue moon \br De vez em nunca","Intermediate","","Very rarely.","","","","","","","","He visits once in a blue moon. \br I go to the cinema once in a blue moon now that I have kids.","","","",""
"","English Idioms","40","deep_dive","Pull someone's leg \br Tirar o sarro / brincar","Intermediate","","To joke or tease.","","","","","","","","I'm just pulling your leg – it's not true. \br Are you serious or are you pulling my leg?","","","",""
"","English Idioms","40","deep_dive","Ring a bell \br Lembrar vagamente","Intermediate","","To sound familiar.","","","","","","","","His name rings a bell, but I'm not sure. \br That song rings a bell from my childhood.","","","",""
"","English Idioms","40","deep_dive","See eye to eye \br Estar de acordo","Intermediate","","To agree.","","","","","","","","We don't see eye to eye on politics. \br I'm glad we finally see eye to eye on this issue.","","","",""
"","English Idioms","40","deep_dive","Speak of the devil \br Falar no diabo (e aparece)","Intermediate","","When someone appears after being discussed.","","","","","","","","Speak of the devil! We were just talking about you. \br I was thinking about calling you, and speak of the devil – you phoned!","","","",""
"","English Idioms","40","deep_dive","Steal someone's thunder \br Roubar a atenção","Intermediate","","To take credit or attention from someone.","","","","","","","","She announced her pregnancy at my wedding – she stole my thunder. \br He stole my thunder by sharing my idea before I could.","","","",""
"","English Idioms","40","deep_dive","Straight from the horse's mouth \br Da boca do cavalo","Intermediate","","From a reliable source.","","","","","","","","I heard it straight from the horse's mouth. \br The news came straight from the horse's mouth – the CEO himself.","","","",""
"","English Idioms","40","deep_dive","The ball is in your court \br A bola está com você","Intermediate","","It's your turn to act.","","","","","","","","I made an offer – now the ball is in your court. \br I've done my part, so the ball is in your court now.","","","",""
"","English Idioms","40","deep_dive","The best of both worlds \br O melhor dos dois mundos","Intermediate","","To enjoy two different advantages.","","","","","","","","Working from home gives me the best of both worlds. \br This hybrid car offers the best of both worlds: electric and petrol.","","","",""
"","English Idioms","40","deep_dive","The last straw \br A gota d'água","Intermediate","","Final problem causing a reaction.","","","","","","","","His lateness was the last straw – I fired him. \br The third complaint was the last straw; they closed the restaurant.","","","",""
"","English Idioms","40","deep_dive","Through thick and thin \br Nas horas boas e ruins","Intermediate","","In good and bad times.","","","","","","","","We've been friends through thick and thin. \br They supported each other through thick and thin.","","","",""
"","English Idioms","40","deep_dive","Throw in the towel \br Jogar a toalha","Intermediate","","To give up.","","","","","","","","After three failures, he threw in the towel. \br Don't throw in the towel just yet – you still have a chance.","","","",""
"","English Idioms","40","deep_dive","Up to scratch \br À altura (do padrão)","Intermediate","","Meeting the required standard.","","","","","","","","His work isn't up to scratch. \br We need to improve our customer service to bring it up to scratch.","","","",""
"","English Idioms","40","deep_dive","When pigs fly \br Quando as galinhas tiverem dentes","Intermediate","","Impossible.","","","","","","","","He'll clean his room when pigs fly. \br She'll agree to that when pigs fly.","","","",""
"","English Idioms","40","deep_dive","You can say that again \br Diga isso de novo (concordo muito)","Intermediate","","I strongly agree.","","","","","","","","This heat is unbearable. – You can say that again! \br This is the best cake I've ever had. – You can say that again!","","","",""
"","English Idioms","40","deep_dive","A bird's eye view \br Vista aérea","Advanced","","A view from above.","","","","","","","","The drone gave us a bird's eye view. \br From the rooftop, we had a bird's eye view of the whole city.","","","",""
"","English Idioms","40","deep_dive","A sight for sore eyes \br Um alívio para os olhos","Advanced","","Someone or something you're glad to see.","","","","","","","","After the hike, the hotel was a sight for sore eyes. \br When she walked in, she was a sight for sore eyes.","","","",""
"","English Idioms","40","deep_dive","As the crow flies \br Em linha reta","Advanced","","In a straight line.","","","","","","","","It's 5 miles as the crow flies, but 7 by road. \br The two towns are close as the crow flies, but separated by a river.","","","",""
"","English Idioms","40","deep_dive","Back to the wall \br Encurralado","Advanced","","In a difficult situation with few options.","","","","","","","","With his back to the wall, he signed the contract. \br The company had its back to the wall and had to accept the merger.","","","",""
"","English Idioms","40","deep_dive","Beat a dead horse \br Bater em cavalo morto","Advanced","","To waste effort on a settled issue.","","","","","","","","We already decided – you're beating a dead horse. \br Stop arguing about it; you're beating a dead horse.","","","",""
"","English Idioms","40","deep_dive","Bite the hand that feeds you \br Morder a mão que te alimenta","Advanced","","To harm someone who helps you.","","","","","","","","He sued his own father – biting the hand that feeds you. \br Don't complain about your boss publicly; that would be biting the hand that feeds you.","","","",""
"","English Idioms","40","deep_dive","Burn the candle at both ends \br Gastar a vela dos dois lados","Advanced","","To overwork by sleeping little and working much.","","","","","","","","He's burning the candle at both ends and looks tired. \br She's been burning the candle at both ends to finish her thesis.","","","",""
"","English Idioms","40","deep_dive","Bury the hatchet \br Enterrar o machado","Advanced","","To end a conflict.","","","","","","","","After years of fighting, they finally buried the hatchet. \br Let's bury the hatchet and be friends again.","","","",""
"","English Idioms","40","deep_dive","By the book \br Pela regra","Advanced","","Following rules exactly.","","","","","","","","Our accountant does everything by the book. \br The police officer did everything by the book during the arrest.","","","",""
"","English Idioms","40","deep_dive","Castles in the air \br Castelos no ar","Advanced","","Unrealistic dreams.","","","","","","","","His plan to be a millionaire is just castles in the air. \br Stop building castles in the air and focus on achievable goals.","","","",""
"","English Idioms","40","deep_dive","Come full circle \br Fechar o círculo","Advanced","","To return to an original position.","","","","","","","","His career came full circle when he rejoined the startup. \br After many adventures, the story came full circle.","","","",""
"","English Idioms","40","deep_dive","Cry over spilt milk \br Chorar sobre leite derramado","Advanced","","To be upset about something unchangeable.","","","","","","","","No use crying over spilt milk – let's move on. \br He failed the test, but crying over spilt milk won't help.","","","",""
"","English Idioms","40","deep_dive","Cut to the quick \br Cortar no fundo da alma","Advanced","","To hurt emotionally.","","","","","","","","Her words cut him to the quick. \br The criticism cut her to the quick, and she left the room in tears.","","","",""
"","English Idioms","40","deep_dive","Dark horse \br Cavalo azarão (surpresa)","Advanced","","An unknown person who surprises.","","","","","","","","He was a dark horse and won the election. \br The dark horse of the tournament beat all the favourites.","","","",""
