id;set;set_id;type;title;level;question_text;definition;sentence;opt1;opt2;opt3;opt4;correct_answer;explanation;example1;example2;example3;example4;usage1;tip;image_url;description;audio_url;prompt;transcript;front_fields
;Stative Verbs;;usage_cases;cost;B1;;To have a price;;;;;;;The laptop costs $1200.;How much does a ticket cost?;Mistakes like that cost us the game.;;Expressing monetary value;Pronúncia: /cóst/ | Exceção: Contínuo possível para custo figurado: “The war is costing us dearly.”;;;;;;title
;Stative Verbs;;usage_cases;depend;B1;;To be contingent on something;;;;;;;The picnic depends on the weather.;You can depend on her help.;Whether we go depends on you.;;Expressing condition or reliance;Pronúncia: /dipénd/ | Exceção: Contínuo usado informalmente: “It’s depending on the traffic.” (padrão prefere simple present);;;;;;title
;Stative Verbs;;usage_cases;deserve;B1;;To merit a reward or punishment;;;;;;;You deserve a promotion.;They deserve to win.;No one deserves such treatment.;;Expressing worthiness;Pronúncia: /disérv/ | Exceção: Raramente contínuo. “He’s deserving of praise” usa adjetivo, não verbo contínuo.;;;;;;title
;Stative Verbs;;usage_cases;desire;B1;;To want strongly;;;;;;;She desires a peaceful life.;He desires to travel the world.;They desire nothing more than respect.;;Expressing wish or longing;Pronúncia: /disáiur/ | Exceção: Contínuo é muito raro e literário; não padrão.;;;;;;title
;Stative Verbs;;usage_cases;detest;B1;;To hate intensely;;;;;;;I detest rude behaviour.;She detests waking up early.;They detest injustice.;;Expressing strong dislike;Pronúncia: /ditést/ | Exceção: Quase nunca contínuo.;;;;;;title
;Stative Verbs;;usage_cases;dislike;B1;;To have a negative feeling toward;;;;;;;I dislike cold weather.;He dislikes being interrupted.;They dislike the new policy.;;Expressing mild aversion;Pronúncia: /disláik/ | Exceção: Raramente contínuo.;;;;;;title
;Stative Verbs;;usage_cases;doubt;B1;;To feel uncertain about;;;;;;;I doubt his story.;She doubts she can finish on time.;They never doubt his ability.;;Expressing lack of conviction;Pronúncia: /dáut/ | Exceção: Contínuo possível para questionamento ativo: “I’m doubting everything he says right now.”;;;;;;title
;Stative Verbs;;usage_cases;envy;B1;;To feel jealous of someone;;;;;;;I envy your patience.;She envies her sister’s success.;They envy our new house.;;Expressing resentment of another’s advantage;Pronúncia: /énvi/ | Exceção: Raramente contínuo.;;;;;;title
;Stative Verbs;;usage_cases;equal;B1;;To be the same as in value/quantity;;;;;;;Two plus two equals four.;His talent equals hers.;The benefits equal the costs.;;Expressing mathematical or comparative identity;Pronúncia: /ícuol/ | Exceção: Não usado em tempos contínuos.;;;;;;title
;Stative Verbs;;usage_cases;exist;B1;;To have reality or being;;;;;;;Life exists on Earth.;That problem no longer exists.;Does a solution exist?;;Describing presence in the world;Pronúncia: /egzíst/ | Exceção: Contínuo é raro, mas possível em filosofia: “A different reality is existing in theory.”;;;;;;title
;Stative Verbs;;usage_cases;fear;B1;;To be afraid of;;;;;;;She fears spiders.;I fear we are too late.;They fear the consequences.;;Expressing fear or anxiety;Pronúncia: /fír/ | Exceção: Contínuo possível: “I’m fearing the worst right now.” (menos comum que simple present);;;;;;title
;Stative Verbs;;usage_cases;feel;B1;;To experience a sensation or emotion;;;;;;;I feel happy today.;This fabric feels soft.;He feels cold.;;Describing physical or emotional state;Pronúncia: /fíl/ | Exceção: Contínuo quando tocando ativamente ou experimentando temporariamente: “I’m feeling the fabric now.”;;;;;;title
;Stative Verbs;;usage_cases;fit;B1;;To be the right size or shape;;;;;;;These shoes fit perfectly.;The key fits the lock.;Does this jacket fit you?;;Describing suitability of size;Pronúncia: /fít/ | Exceção: Contínuo quando experimentando: “I’m fitting the suit at the tailor.”;;;;;;title
;Stative Verbs;;usage_cases;forget;B1;;To fail to remember;;;;;;;I always forget names.;She forgot the appointment.;Don’t forget to call me.;;Expressing memory lapse;Pronúncia: /forguét/ | Exceção: Contínuo possível para esquecimento gradual: “I’m forgetting how to speak French.”;;;;;;title
;Stative Verbs;;usage_cases;hate;B1;;To dislike intensely;;;;;;;I hate loud noises.;She hates being late.;They hate injustice.;;Expressing strong aversion;Pronúncia: /héit/ | Exceção: Raramente contínuo. Informal “I’m hating this movie” (enfático, não padrão).;;;;;;title
;Stative Verbs;;usage_cases;have;B1;;To own or hold;;;;;;;He has a new car.;She has blue eyes.;They have three children.;;Expressing possession, relationships, characteristics;Pronúncia: /háv/ | Exceção: Contínuo quando significa “comer”, “experienciar” ou “realizar um evento”: “I’m having dinner.” “She’s having a baby.” “We’re having a party.”;;;;;;title
;Stative Verbs;;usage_cases;hear;B1;;To perceive sound with ears;;;;;;;I hear music from next door.;Can you hear me?;She heard a strange noise.;;Describing passive sense perception;Pronúncia: /hír/ | Exceção: Contínuo quando ouvindo ativamente: “I’m hearing voices in my head” (alucinação) ou “I’m hearing you out.” Mas normalmente estativo.;;;;;;title
;Stative Verbs;;usage_cases;imagine;B1;;To form a mental image;;;;;;;I imagine a better future.;She cannot imagine living there.;Imagine a world without war.;;Expressing creative or hypothetical thinking;Pronúncia: /imádjin/ | Exceção: Contínuo possível: “I’m imagining what it would be like.”;;;;;;title
;Stative Verbs;;usage_cases;impress;B1;;To evoke admiration or respect;;;;;;;Her skill impresses everyone.;It impresses me that he tried.;The building’s size impresses visitors.;;Describing effect on someone;Pronúncia: /imprés/ | Exceção: Contínuo possível: “The teacher is impressing the students with new methods.”;;;;;;title
;Stative Verbs;;usage_cases;include;B1;;To have as part of a whole;;;;;;;The price includes tax.;The tour includes lunch.;Her hobbies include painting.;;Describing composition or membership;Pronúncia: /inclúd/ | Exceção: Raramente contínuo; “The package is including a bonus” é não padrão.;;;;;;title
;Stative Verbs;;usage_cases;involve;B1;;To include necessarily;;;;;;;The job involves travel.;Solving this involves patience.;The plan involves many people.;;Describing required elements;Pronúncia: /invólv/ | Exceção: Contínuo possível: “The project is involving more departments now.”;;;;;;title
;Stative Verbs;;usage_cases;know;B1;;To have knowledge or awareness;;;;;;;I know the answer.;She knows how to cook.;They know each other well.;;Expressing familiarity, facts, skills;Pronúncia: /nôu/ | Exceção: Não usado em tempos contínuos.;;;;;;title
;Stative Verbs;;usage_cases;lack;B1;;To be without something;;;;;;;He lacks confidence.;The soup lacks salt.;They lack basic resources.;;Expressing absence or deficiency;Pronúncia: /lák/ | Exceção: Raramente contínuo. “The report is lacking detail” é aceito no inglês informal, mas a gramática tradicional rejeita.;;;;;;title
;Stative Verbs;;usage_cases;like;B1;;To find pleasant or agreeable;;;;;;;I like chocolate.;She likes to read.;They like our proposal.;;Expressing preference or enjoyment;Pronúncia: /láik/ | Exceção: Raramente contínuo. “I’m liking this song” (informal, cada vez mais comum, mas ainda não padrão).;;;;;;title
;Stative Verbs;;usage_cases;loathe;B1;;To hate or detest very strongly;;;;;;;I loathe hypocrisy.;She loathes getting up early.;They loathe each other.;;Expressing extreme aversion;Pronúncia: /lôudh/ | Exceção: Quase nunca contínuo.;;;;;;title
;Stative Verbs;;usage_cases;look;B1;;To appear or seem (connecting verb use);;;;;;;You look tired.;That cake looks delicious.;It looks like rain.;;Describing appearance;Pronúncia: /lûk/ | Exceção: Contínuo quando dirigindo o olhar ativamente: “I’m looking at the painting.”;;;;;;title
;Stative Verbs;;usage_cases;love;B1;;To have strong affection for;;;;;;;I love my family.;She loves jazz music.;They love hiking.;;Expressing deep liking or care;Pronúncia: /lôv/ | Exceção: Raramente contínuo. “I’m loving this vacation” (informal, comum em propaganda, mas considerado não padrão por puristas).;;;;;;title
;Stative Verbs;;usage_cases;matter;B1;;To be important or significant;;;;;;;Your opinion matters to me.;Does it matter if we’re late?;The details matter.;;Expressing relevance;Pronúncia: /mátâr/ | Exceção: Não usado em tempos contínuos.;;;;;;title
;Stative Verbs;;usage_cases;mean;B1;;To signify or intend to convey;;;;;;;What does this word mean?;I meant no harm.;The red light means stop.;;Expressing definition or purpose;Pronúncia: /mín/ | Exceção: Raramente contínuo: “What are you meaning by that?” (não padrão; use “do you mean”);;;;;;title
;Stative Verbs;;usage_cases;measure;B1;;To have a certain length/amount;;;;;;;The room measures 5 by 4 metres.;This tree measures 20 metres.;The fabric measures two yards.;;Describing dimensions;Pronúncia: /méjir/ | Exceção: Contínuo quando medindo ativamente: “The surveyor is measuring the land.”;;;;;;title
;Stative Verbs;;usage_cases;need;B1;;To require something essential;;;;;;;I need a drink.;She needs to rest.;The car needs washing.;;Expressing necessity;Pronúncia: /níd/ | Exceção: Raramente contínuo. “I’m needing help” é não padrão no inglês britânico, mas aparece em alguns dialetos.;;;;;;title
;Stative Verbs;;usage_cases;owe;B1;;To be obligated to pay or return;;;;;;;I owe you ten dollars.;He owes an apology.;They owe their success to luck.;;Expressing debt or moral obligation;Pronúncia: /ôu/ | Exceção: Não usado em tempos contínuos.;;;;;;title
;Stative Verbs;;usage_cases;own;B1;;To possess legally;;;;;;;She owns a restaurant.;They own two houses.;Who owns this phone?;;Expressing ownership;Pronúncia: /ôun/ | Exceção: Não usado em tempos contínuos.;;;;;;title
;Stative Verbs;;usage_cases;please;B1;;To give satisfaction or enjoyment;;;;;;;Your singing pleases the audience.;It pleases me to see you happy.;Simple gifts please him.;;Describing cause of pleasure;Pronúncia: /plíz/ | Exceção: Contínuo possível: “The new policy is pleasing our customers.”;;;;;;title
;Stative Verbs;;usage_cases;possess;B1;;To have as belonging to one;;;;;;;He possesses great patience.;They possess a rare artefact.;She possesses a kind heart.;;Expressing ownership or quality;Pronúncia: /pâzés/ | Exceção: Não usado em tempos contínuos.;;;;;;title
;Stative Verbs;;usage_cases;prefer;B1;;To like one thing more than another;;;;;;;I prefer tea to coffee.;She prefers staying home.;They prefer the original version.;;Expressing choice or priority;Pronúncia: /prifér/ | Exceção: Raramente contínuo.;;;;;;title
;Stative Verbs;;usage_cases;presume;B1;;To suppose based on probability;;;;;;;I presume you are busy.;She presumed he was innocent.;They presume we will agree.;;Expressing assumption;Pronúncia: /prizúm/ | Exceção: Raramente contínuo.;;;;;;title
;Stative Verbs;;usage_cases;realize;B1;;To become aware of suddenly;;;;;;;I realize my mistake now.;She never realized the risk.;Do you realize how late it is?;;Expressing moment of understanding;Pronúncia: /ríaláiz/ | Exceção: Contínuo possível para percepção gradual: “I’m realising that I was wrong.”;;;;;;title
;Stative Verbs;;usage_cases;recall;B1;;To bring back to memory;;;;;;;I recall meeting her before.;He cannot recall the name.;They recall the event vividly.;;Expressing deliberate remembering;Pronúncia: /ricól/ | Exceção: Contínuo possível: “I’m recalling the details right now.”;;;;;;title
;Stative Verbs;;usage_cases;recognize;B1;;To identify as known;;;;;;;I recognize that voice.;She recognized the thief.;Do you recognize this place?;;Expressing memory and identification;Pronúncia: /récognaiz/ | Exceção: Não usado em tempos contínuos.;;;;;;title
;Stative Verbs;;usage_cases;recollect;B1;;To remember after effort;;;;;;;I recollect his face.;She tried to recollect the password.;They recollect nothing from that night.;;Expressing retrieval from memory;Pronúncia: /récolét/ | Exceção: Contínuo possível: “I’m recollecting my childhood.”;;;;;;title
;Stative Verbs;;usage_cases;regret;B1;;To feel sorrow or remorse;;;;;;;I regret saying that.;She regrets missing the concert.;They regret their decision.;;Expressing emotional regret;Pronúncia: /rigrét/ | Exceção: Raramente contínuo.;;;;;;title
;Stative Verbs;;usage_cases;remember;B1;;To have or keep in memory;;;;;;;I remember our first date.;She remembers to lock the door.;Do you remember her name?;;Expressing retention of memory;Pronúncia: /rimémbâr/ | Exceção: Contínuo para lembrança ativa: “I’m remembering how it felt.” (menos comum);;;;;;title
;Stative Verbs;;usage_cases;resemble;B1;;To look like or be similar to;;;;;;;She resembles her mother.;This insect resembles a leaf.;The two paintings resemble each other.;;Describing similarity;Pronúncia: /rizémbol/ | Exceção: Não usado em tempos contínuos.;;;;;;title
;Stative Verbs;;usage_cases;respect;B1;;To have admiration or deference;;;;;;;I respect your opinion.;They respect the elderly.;She respects his hard work.;;Expressing esteem;Pronúncia: /rispéct/ | Exceção: Raramente contínuo.;;;;;;title
;Stative Verbs;;usage_cases;satisfy;B1;;To meet expectations or requirements;;;;;;;The result satisfies the criteria.;This meal satisfies my hunger.;Does the answer satisfy you?;;Describing fulfilment of need;Pronúncia: /sátisfái/ | Exceção: Contínuo possível: “The chef is satisfying the guests with every dish.”;;;;;;title
;Stative Verbs;;usage_cases;see;B1;;To perceive with eyes;;;;;;;I see a bird in the tree.;Can you see the horizon?;She saw the accident.;;Describing passive visual perception;Pronúncia: /sí/ | Exceção: Contínuo quando significa “encontrar-se com” ou “acompanhar”: “I’m seeing the doctor tomorrow.” “He’s seeing her home.” Também “I’m seeing spots” (alucinação).;;;;;;title
;Stative Verbs;;usage_cases;seem;B1;;To give an impression;;;;;;;He seems nice.;It seems like a good idea.;They seem tired.;;Describing apparent state;Pronúncia: /sím/ | Exceção: Não usado em tempos contínuos.;;;;;;title
;Stative Verbs;;usage_cases;smell;B1;;To have an odour;;;;;;;The flowers smell sweet.;This milk smells sour.;His breath smells of garlic.;;Describing inherent smell;Pronúncia: /smél/ | Exceção: Contínuo quando cheirando ativamente: “I’m smelling the flowers.”;;;;;;title
;Stative Verbs;;usage_cases;sound;B1;;To seem by listening or description;;;;;;;That sounds great.;Her voice sounds hoarse.;The plan sounds risky.;;Describing impression from sound or information;Pronúncia: /sáund/ | Exceção: Não usado em tempos contínuos. “The bell is sounding” significa produzir som (dinâmico).;;;;;;title
;Stative Verbs;;usage_cases;suppose;B1;;To assume or believe;;;;;;;I suppose you’re right.;She supposes they’ll arrive late.;Suppose we fail?;;Expressing hypothesis or opinion;Pronúncia: /sâpôus/ | Exceção: Raramente contínuo. “What are you supposing?” é não padrão.;;;;;;title
;Stative Verbs;;usage_cases;surprise;B1;;To cause astonishment or wonder;;;;;;;Her reaction surprises me.;It surprises no one that he won.;The gift surprised her.;;Describing emotional effect;Pronúncia: /sâpráiz/ | Exceção: Contínuo possível: “The twist in the movie is surprising everyone.”;;;;;;title
;Stative Verbs;;usage_cases;taste;B1;;To have a flavour;;;;;;;The soup tastes salty.;These apples taste sweet.;The medicine tastes bitter.;;Describing inherent taste;Pronúncia: /têist/ | Exceção: Contínuo quando provando ativamente: “The chef is tasting the sauce.”;;;;;;title
;Stative Verbs;;usage_cases;think;B1;;To hold an opinion or belief;;;;;;;I think he is honest.;She thinks we should wait.;What do you think of the movie?;;Expressing mental judgment;Pronúncia: /tínk/ | Exceção: Contínuo quando significa “considerar” ou “usar a mente ativamente”: “I’m thinking about the problem.”;;;;;;title
;Stative Verbs;;usage_cases;understand;B1;;To comprehend meaning;;;;;;;I understand the instructions.;She understands French.;Do you understand the risk?;;Expressing intellectual grasp;Pronúncia: /ândârstánd/ | Exceção: Raramente contínuo. “I’m understanding it now” (compreensão progressiva) é cada vez mais ouvido, mas ainda não padrão.;;;;;;title
;Stative Verbs;;usage_cases;value;B1;;To consider important or beneficial;;;;;;;I value your friendship.;She values honesty above all.;They value hard work.;;Expressing esteem or worth;Pronúncia: /váliu/ | Exceção: Raramente contínuo.;;;;;;title
;Stative Verbs;;usage_cases;want;B1;;To desire or wish for;;;;;;;I want a new phone.;She wants to leave early.;They want more information.;;Expressing need or wish;Pronúncia: /uónt/ | Exceção: Raramente contínuo. “I’m wanting a coffee” é não padrão, mas aparece em alguns dialetos.;;;;;;title
;Stative Verbs;;usage_cases;weigh;B1;;To have a certain weight;;;;;;;This bag weighs 10 kg.;The baby weighs 3 kilos.;How much do you weigh?;;Describing mass;Pronúncia: /uêi/ | Exceção: Contínuo quando pesando ativamente: “The shopkeeper is weighing the fruit.”;;;;;;title
;Stative Verbs;;usage_cases;wish;B1;;To hope for or desire something (often unreal);;;;;;;I wish you were here.;She wishes to speak with you.;They wish for peace.;;Expressing a wish;Pronúncia: /uích/ | Exceção: Raramente contínuo.;;;;;;title
