id;set;set_id;type;title;level;question_text;definition;sentence;opt1;opt2;opt3;opt4;correct_answer;explanation;example1;example2;example3;example4;usage1;tip;image_url;description;audio_url;prompt;transcript;front_fields
;Florida Class E Knowledge Exam;;multiple_choice;Q11 - Broken White Lines;A2;Broken white lines on the pavement mean:;;;Traffic is moving in opposite directions.;Passing is strictly prohibited.;Traffic is moving in the same direction, and you may change lanes safely.;You are approaching a crosswalk.;2;Broken white lines separate lanes going the same direction – you may cross them to change lanes.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q12 - Yield Sign Shape;A2;A yield sign is shaped like a:;;;Square.;Downward-pointing triangle.;Rectangle.;Octagon.;1;Yield signs are downward-pointing triangles.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q13 - Red with White Bar;A2;A red sign with a white horizontal bar across the middle reads:;;;Yield.;Do Not Enter.;Wrong Way.;No U-Turn.;1;That is the "Do Not Enter" sign – you must not enter that roadway.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q14 - Red Circle with Slash;A2;If you see a regulatory sign with a red circle and a slash over a symbol, it means:;;;The action shown is mandatory.;The action shown is prohibited.;You must use caution performing the action.;The action is allowed only during certain hours.;1;The red circle with a slash means "No" – the action is prohibited.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q15 - Double Solid Yellow Lines;A2;What do double solid yellow lines in the center of the road mean?;;;Passing is allowed for vehicles on both sides.;Vehicles traveling in both directions are forbidden from passing.;You can pass if the road ahead is clear for 500 feet.;You may cross to make a U-turn.;1;Double solid yellow lines mean no passing in either direction.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q16 - Residential Speed Limit;A2;Unless otherwise posted, the standard speed limit in a Florida residential area is:;;;20 mph.;30 mph.;45 mph.;25 mph.;1;Florida law sets residential areas at 30 mph unless posted otherwise.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q17 - Interstate Maximum Speed;A2;What is the maximum speed limit on a Florida interstate highway under ideal conditions?;;;55 mph.;65 mph.;70 mph.;75 mph.;2;The maximum speed limit on Florida interstates is 70 mph.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q18 - Speed in Fog/Rain;A2;If a speed limit is posted at 55 mph, but the weather is foggy and rainy, you should:;;;Drive 55 mph since it is the legal limit.;Slow down below 55 mph to match the safe driving conditions.;Drive with your high beams on at 55 mph.;Drive in the left lane to avoid puddles.;1;You must adjust your speed to weather conditions – slow down in rain/fog.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q19 - Slower Traffic Lane;A2;When driving slower than the flow of traffic on a multi-lane highway, you should use:;;;The right lane.;The left lane.;The middle lane.;The shoulder.;0;Slower traffic must keep right and use the right lane.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q20 - Two-Second Rule;A2;The "two-second rule" applies to:;;;How long you should stop at a stop sign.;The safe following distance under good weather conditions.;The time required to signal before a turn.;The time to check your blind spot.;1;The two-second rule helps maintain a safe following distance (now 4 seconds recommended).;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q21 - Entering Interstate from Ramp;A2;When entering an interstate highway from an acceleration lane, you should:;;;Stop at the end of the ramp and wait for an opening.;Match the speed of interstate traffic and merge safely.;Yield to all highway traffic by stopping on the ramp.;Signal and wait for a gap, then accelerate.;1;Merge at highway speed – do not stop unless traffic is too heavy.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q22 - Signal Distance Before Turn;A2;In Florida, you must signal your intention to turn at least how many feet before turning?;;;50 feet.;100 feet.;200 feet.;150 feet.;1;You must signal at least 100 feet before turning.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q23 - Passing Near Bridge/Tunnel;A2;It is illegal to pass another vehicle within how many feet of a bridge, tunnel, or railroad crossing?;;;50 feet.;100 feet.;150 feet.;200 feet.;1;Passing is prohibited within 100 feet of bridges, tunnels, and railroad crossings.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q24 - Four-Way Stop Tie;A2;When two vehicles arrive at a four-way stop intersection at the same time, who yields?;;;The driver on the left yields to the driver on the right.;The driver on the right yields to the driver on the left.;The larger vehicle has the right-of-way.;The first to honk goes first.;0;At a four-way stop, the driver on the left yields to the driver on the right.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q25 - HOV Lanes;A2;HOV lanes on interstates are reserved for:;;;Vehicles carrying multiple occupants, buses, or motorcycles.;Heavy trucks and commercial cargo vehicles.;High-speed vehicles passing others.;Emergency vehicles only.;0;HOV lanes are for high-occupancy vehicles, buses, and motorcycles.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q26 - Passing on the Right;A2;You may pass on the right side of another vehicle only if:;;;The vehicle ahead is making a right turn.;There are two or more lanes of traffic moving in your direction.;You drive onto the unpaved shoulder of the road.;The vehicle ahead is stopped for a pedestrian.;1;Passing on the right is legal only when there are two or more lanes in your direction.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q27 - Minimum Interstate Speed;A2;What is the minimum speed limit on Florida interstate highways under normal conditions?;;;40 mph.;45 mph.;50 mph.;55 mph.;2;The minimum speed on interstates is 50 mph when the limit is 70 mph.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q28 - Missed Exit;A2;If you miss your exit on an interstate highway, you should:;;;Back up carefully on the shoulder.;Make a U-turn across the median grass.;Go to the next exit and pull off there.;Stop and wait for a gap to reverse.;2;Never back up – continue to the next exit and turn around safely.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q29 - Center Lane (Solid + Broken Yellow);A2;Center lanes bordered by a solid yellow line and a broken yellow line are used for:;;;Passing slower vehicles.;Beginning or completing left turns.;Emergency parking only.;Reversing direction.;1;These are center turn lanes – only for left turns from either direction.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q30 - Left Turn from One-Way to One-Way;A2;When turning left from a one-way street onto another one-way street, you should turn from:;;;The far right lane.;Any available lane.;The far left lane.;The middle lane.;2;Turn from the far left lane when going from one-way to one-way.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q31 - Move Over Law;A2;Florida's "Move Over" law requires drivers approaching law enforcement or emergency vehicles stopped on the roadside to:;;;Maintain speed but honk to notify them.;Vacate the lane closest to the vehicle, or slow down to 20 mph below the posted limit.;Stop immediately in the roadway.;Move to the shoulder and stop.;1;Vacate the closest lane, or slow to 20 mph below the limit if you cannot move over.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q32 - Under 21 DUI Limit;A2;In Florida, a person under 21 is considered legally DUI if their Blood Alcohol Level (BAL) is:;;;0.02% or higher.;0.05% or higher.;0.08% or higher.;0.01% or higher.;0;Zero tolerance for under 21 – .02% or higher triggers suspension.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q33 - 21+ DUI Limit;A2;For drivers 21 and older, the legal limit for Blood Alcohol Level (BAL) is:;;;0.05%.;0.08%.;0.10%.;0.06%.;1;The legal limit for drivers 21+ is .08%.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q34 - Implied Consent Law;A2;Under Florida's "Implied Consent" law, by signing a driver license application, you agree to:;;;Keep insurance on your vehicle at all times.;Take a chemical test (breath, blood, or urine) if suspected of driving under the influence.;Allow passengers to drink alcohol in your vehicle.;Submit to a vehicle search upon request.;1;Implied consent means you agree to chemical testing if suspected of DUI.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q35 - School Bus - Painted Turn Lane;A2;If a school bus stops on a multi-lane highway divided only by a painted turn lane, who must stop?;;;Only vehicles behind the school bus.;Vehicles in all directions.;No one is required to stop if there are four or more lanes.;Only vehicles approaching from the front.;1;A painted turn lane is not a physical barrier – all directions must stop.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q36 - School Bus - Raised Median;A2;If a school bus stops on a highway separated by a raised unpaved median at least 5 feet wide, who must stop?;;;Only vehicles traveling in the same direction as the bus.;Vehicles in all directions.;No one is required to stop.;Only vehicles in the opposite direction.;0;A raised median 5+ feet wide means only same-direction traffic must stop.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q37 - Front-Seat Seat Belt;A2;In Florida, front-seat passengers must wear a seat belt if they are:;;;Under 18 years old only.;All ages must wear a seat belt.;Only if the vehicle has an airbag.;Only if the vehicle is moving over 40 mph.;1;All front-seat passengers of any age must wear a seat belt.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q38 - Child Restraint Age;A2;Children under what age must be secured in a crash-tested, federally approved child restraint device?;;;Under 3 years old.;5 years of age or younger.;Under 8 years old.;Under 6 years old.;1;Florida law requires children 5 and under to be in a safety seat or booster.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q39 - Address Change Notification;A2;If you change your address within Florida, you must notify the Department of Highway Safety and Motor Vehicles within:;;;10 days.;30 days.;45 days.;60 days.;1;You have 30 calendar days to update your address.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q40 - Texting While Driving;A2;Texting while driving is legal in Florida only when:;;;Stopped at a red traffic light.;Driving on a rural road with no traffic.;Texting while driving is illegal at all times while the vehicle is in motion.;If you are using a mounted device for navigation.;2;Texting while driving is illegal at all times when the vehicle is in motion.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q41 - Minor Crash Blocking Traffic;A2;If you are involved in a minor crash that blocks traffic, Florida law requires you to:;;;Leave the vehicle exactly where it is until police arrive.;Move your vehicle off the roadway if it can be safely driven.;Wait for a tow truck to move it.;Leave the scene to call for help.;1;Move your vehicle off the roadway if it is drivable to clear traffic.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q42 - Florida Insurance Requirements;A2;What are the two main types of auto insurance required under Florida's Financial Responsibility Law?;;;Collision and Comprehensive.;Personal Injury Protection (PIP) and Property Damage Liability (PDL).;Uninsured Motorist and Medical Payments.;Bodily Injury and Collision.;1;PIP ($10k) and PDL ($10k) are the required coverages.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q43 - Reinstatement for Child Support Suspension;A2;If your driver's license is suspended for failing to pay child support, you can reinstate it by:;;;Waiting 6 months.;Paying a reinstatement fee and showing proof the matter is resolved.;Retaking the written test.;Completing a driving course.;1;Resolve the child support issue and pay the reinstatement fee.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q44 - Documents During Traffic Stop;A2;If a law enforcement officer stops you, you must show:;;;Driver's license only.;Driver's license and vehicle registration.;Driver's license, vehicle registration, and proof of insurance.;Driver's license and proof of insurance only.;2;You must show driver license, registration, and proof of insurance.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q45 - Dim High Beams - Oncoming;A2;High beam headlights must be dimmed when an oncoming vehicle is within:;;;300 feet.;500 feet.;1,000 feet.;200 feet.;1;Dim high beams within 500 feet of an oncoming vehicle.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q46 - Dim High Beams - Following;A2;Your high beam headlights must be dimmed when you are following another vehicle within:;;;200 feet.;300 feet.;500 feet.;100 feet.;1;Dim high beams within 300 feet when following another vehicle.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q47 - Lights in Rain/Fog;A2;When driving in heavy rain or fog, you should turn on your:;;;High beam headlights.;Low beam headlights.;Hazard lights (flashers) only.;Parking lights only.;1;Low beams improve visibility – high beams reflect off fog/rain and reduce visibility.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q48 - Hydroplaning Action;A2;If your vehicle begins to hydroplane (glide on a film of water), you should:;;;Slam on the brakes quickly.;Turn the steering wheel sharply.;Take your foot off the gas pedal and avoid braking.;Shift into neutral.;2;Ease off the gas, do not brake, and steer gently.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q49 - Uphill Parking (with curb);A2;When parking uphill against a curb, you should turn your front wheels:;;;Away from the curb (Left).;Toward the curb (Right).;Straight ahead.;Parallel to the curb.;0;Uphill with curb: turn wheels away from the curb.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q50 - Downhill Parking (with curb);A2;When parking downhill against a curb, you should turn your front wheels:;;;Away from the curb (Left).;Toward the curb (Right).;Straight ahead.;Away from the road.;1;Downhill: turn wheels toward the curb.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q51 - Defensive Driving;A2;Defensive driving means:;;;Constantly defending your position in your lane.;Staying alert and anticipating the mistakes of other drivers.;Driving under the minimum speed limit to remain safe.;Driving with your hands at 10 and 2 at all times.;1;Defensive driving is about being alert and anticipating others' actions.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q52 - Blind Spots;A2;Blind spots are areas around your vehicle that:;;;You can see clearly in your rearview mirror.;Cannot be seen in your mirrors and require turning your head to check.;Are blocked by passengers in the back seat.;Are only present on the left side.;1;Blind spots require you to turn your head to check before changing lanes.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q53 - Large Truck Blind Spots;A2;Large commercial trucks have large blind spots called:;;;No-Zones.;Safety gaps.;Danger zones.;Zero visibility areas.;0;No-Zones are the blind spots around large trucks.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q54 - Headlight Times;A2;You must turn on your vehicle's headlights between:;;;Sunset and sunrise.;8:00 PM and 6:00 AM.;One hour after sunset to one hour before sunrise.;7:00 PM to 7:00 AM.;0;Headlights are required from sunset to sunrise.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q55 - Right Wheels Off Pavement;A2;If your right wheels drop off the paved edge of the road, you should:;;;Jerk the steering wheel hard to the left.;Slow down, ease off the gas, and steer gently back onto the pavement.;Press the brake firmly to come to a sudden stop.;Turn the steering wheel sharply to the right.;1;Ease off the gas, brake lightly, and steer gently back.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q56 - Tire Blowout;A2;If your vehicle suffers a tire blowout, you should:;;;Keep a firm grip on the steering wheel, ease off the gas, and brake gently.;Pump the brakes rapidly and turn off the road.;Shift into neutral and apply the emergency brake.;Slam on the brakes to stop quickly.;0;Hold the wheel firmly, ease off gas, brake gently when under control.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q57 - Bicyclist Rights;A2;Bicyclists riding on a public roadway have:;;;The same rights and responsibilities as motor vehicle drivers.;No rights on the roadway and must yield to all cars.;The right to ride on sidewalks only.;Priority over all motor vehicles.;0;Bicycles are legally vehicles and have the same rights/duties.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q58 - Sharing Lane with Motorcyclist;A2;When sharing the lane with a motorcyclist, you must give them:;;;Half of the lane width.;A full lane width.;Motorcyclists do not have lane rights.;At least 3 feet within the same lane.;1;Motorcyclists are entitled to the full lane – do not share.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q59 - White Cane / Guide Dog;A2;If you are stopped at a red light and a pedestrian carrying a white cane or a guide dog steps into the crosswalk, you must:;;;Honk your horn to warn them.;Drive around them carefully.;Yield the right-of-way and remain stopped until they cross.;Wave them to cross faster.;2;Yield to pedestrians with white canes or guide dogs – they are visually impaired.;;;;;;;;;;;
;Florida Class E Knowledge Exam;;multiple_choice;Q60 - Drowsy Driving Effect;A2;Driving while tired or drowsy can:;;;Improve your reaction times.;Have a similar negative impact on your driving skills as alcohol.;Be fixed completely by turning up the radio volume.;Only affects your vision, not reaction.;1;Drowsy driving is as dangerous as drunk driving – it slows reaction and judgment.;;;;;;;;;;;
